Timestamp,uid,time,eventName,target,info,state,LOG_VERSION
3/15/2022 2:08:30,OS_X-Chrome-9958373712239559,1.64728E+12,mousedown,span#openNav.w3-opennav.w3-left.w3-xlarge.icon-spacing,"{""which"":1,""pageX"":76,""pageY"":124}",,0.1
3/15/2022 2:09:38,OS_X-Chrome-9958373712239559,1.64728E+12,onLoadEvent,[object HTMLDocument],"{""eventName"":""windowLoaded"",""info"":{""input"":null,""unique_id"":null,""interface"":""old""}}",,0.1
3/15/2022 2:09:39,OS_X-Chrome-9958373712239559,1.64728E+12,mousedown,span#openNav.w3-opennav.w3-left.w3-xlarge.icon-spacing,"{""which"":1,""pageX"":64,""pageY"":114}",,0.1
3/15/2022 2:10:53,OS_X-Chrome-9958373712239559,1.64728E+12,mousedown,div.w3-dropdown-content.w3-small.w3-card-4 a,"{""which"":1,""pageX"":51,""pageY"":188}",,0.1
3/15/2022 4:00:44,OS_X-Chrome-9958373712239559,1.64729E+12,onLoadEvent,[object HTMLDocument],"{""eventName"":""windowLoaded"",""info"":{""input"":null,""unique_id"":null,""interface"":""old""}}",,0.1
3/15/2022 3:33:56,OS_X-Chrome-9958373712239559,1.64729E+12,onLoadEvent,[object HTMLDocument],"{""eventName"":""windowLoaded"",""info"":{""input"":null,""unique_id"":null,""interface"":""old""}}",,0.1
3/15/2022 2:11:48,OS_X-Chrome-9958373712239559,1.64728E+12,onLoadEvent,[object HTMLDocument],"{""eventName"":""windowLoaded"",""info"":{""input"":null,""unique_id"":null,""interface"":""old""}}",,0.1
3/15/2022 2:11:50,OS_X-Chrome-9958373712239559,1.64728E+12,mousedown,span#openNav.w3-opennav.w3-left.w3-xlarge.icon-spacing,"{""which"":1,""pageX"":70,""pageY"":123}",,0.1
3/15/2022 2:12:32,OS_X-Chrome-9958373712239559,1.64728E+12,onLoadEvent,[object HTMLDocument],"{""eventName"":""windowLoaded"",""info"":{""input"":null,""unique_id"":null,""interface"":""old""}}",,0.1
3/15/2022 2:12:33,OS_X-Chrome-9958373712239559,1.64728E+12,mousedown,span#openNav.w3-opennav.w3-left.w3-xlarge.icon-spacing,"{""which"":1,""pageX"":85,""pageY"":122}",,0.1
3/15/2022 2:13:23,OS_X-Chrome-9958373712239559,1.64728E+12,onLoadEvent,[object HTMLDocument],"{""eventName"":""windowLoaded"",""info"":{""input"":null,""unique_id"":null,""interface"":""old""}}",,0.1
